source	locator	text
data/campaign_days.json	$.day_28.image_notes[0]	DAY 28 introduces no new character or combat unit and reuses the complete existing enemy animation contracts.
data/campaign_days.json	$.day_28.image_notes[1]	The encounter must validate Stage 04 facility behavior rather than treating the citadel as a background-only visual change.
data/campaign_days.json	$.day_29.title	DAY 29 결전 전야
data/campaign_days.json	$.day_29.summary	침입이 멈춘 단 하루 동안 마왕성의 모두가 각자의 자리와 지난 약속을 확인한다. 왕국의 마지막 작전 통보를 읽고 DAY 30 배치와 시설 준비를 확정한다.
data/campaign_days.json	$.day_29.compact_management_summary	침입 없는 결전 전야. 열한 구역의 배치·시설·지침을 점검하고 DAY 30 최종 준비를 확정한다.
data/campaign_days.json	$.day_29.management_hint	오늘은 전투가 없습니다. 열한 구역의 배치·시설·지침을 마지막으로 점검한 뒤 최종 준비를 확정하세요.
data/campaign_days.json	$.day_29.enemy_notice_line	오늘 침입 없음 · DAY 30 선발대 → 셀렌/공병대 → 정식 용사 레온
data/campaign_days.json	$.day_29.cast_notice_line	전원 집결 · 결전 전야
data/campaign_days.json	$.day_29.compact_enemy_notice_line	오늘 침입 없음 · DAY 30 예고
data/campaign_days.json	$.day_29.balance_goal	전투 수치 상승 없이 핵심 인물의 관계를 회수하고 플레이어에게 최종 배치를 고칠 시간을 준다.
data/campaign_days.json	$.day_29.management_only_start_label	최종 준비 확정
data/campaign_days.json	$.day_29.management_only_prompt	배치·시설·지침 점검을 마쳤다면 DAY 30 최종 공성전을 확정하세요.
data/campaign_days.json	$.day_29.cast[0].timing	관리 시작
data/campaign_days.json	$.day_29.cast[0].purpose	처음부터 지켜 온 왕좌 전열을 자원
data/campaign_days.json	$.day_29.cast[1].timing	관리 시작
data/campaign_days.json	$.day_29.cast[1].purpose	배운 경로 추격 역할을 마지막 전투에 연결
data/campaign_days.json	$.day_29.cast[2].timing	관리 시작
data/campaign_days.json	$.day_29.cast[2].purpose	회복 시설과 감시 범위를 이용한 후열 방어 약속
data/campaign_days.json	$.day_29.cast[3].timing	관리 시작
data/campaign_days.json	$.day_29.cast[3].purpose	성 진화와 수리 비용의 마지막 현실 농담
data/campaign_days.json	$.day_29.cast[4].timing	관리 시작
data/campaign_days.json	$.day_29.cast[4].purpose	보물 방 관계와 마지막 원정 결과 회수
data/campaign_days.json	$.day_29.cast[5].timing	관리 시작/준비 확정
data/campaign_days.json	$.day_29.cast[5].purpose	처음으로 플레이어를 진짜 마왕으로 대우
data/campaign_days.json	$.day_29.cast[6].timing	준비 확정
data/campaign_days.json	$.day_29.cast[6].purpose	자기 이름과 자기 방식으로 성을 지키겠다고 선언
data/campaign_days.json	$.day_29.cast[7].timing	왕국 보급 전언
data/campaign_days.json	$.day_29.cast[7].purpose	DAY 20 이후의 로만이 결전 보급을 끝까지 유지한다는 전언을 직접 전달
data/campaign_days.json	$.day_29.cast[8].timing	왕국 작전 통보
data/campaign_days.json	$.day_29.cast[8].purpose	공병대와 레온의 최종 공성 순서를 예고
data/campaign_days.json	$.day_29.cast[9].display_name	정식 용사 레온
data/campaign_days.json	$.day_29.cast[9].timing	결투장
data/campaign_days.json	$.day_29.cast[9].purpose	견습 명칭을 벗고 각자의 이름으로 최종 결투를 요청
data/campaign_days.json	$.day_29.management_dialogue_header	DAY 29 · 결전 전야
data/campaign_days.json	$.day_29.management_dialogue[0].text	첫날처럼 왕좌 앞은 내가 지킬게. 대신 이번에는 혼자 서 있지 않아.
data/campaign_days.json	$.day_29.management_dialogue[1].text	레온이 어느 방을 공부했는지 알아. 이번엔 내가 그 길을 먼저 달릴 거야.
data/campaign_days.json	$.day_29.management_dialogue[2].text	감시탑이 길을 밝히면 회복 성소에서 끝까지 불을 이어갈게.
data/campaign_days.json	$.day_29.management_dialogue[3].text	열한 구역 수리 견적은 준비했습니다. 승리 축하금보다 먼저 보여드리지는 않겠습니다.
data/campaign_days.json	$.day_29.management_dialogue[4].text	보물 방 평점은 아직 비밀. 내일 문이 남아 있으면 처음으로 만점을 줄지도 몰라.
data/campaign_days.json	$.day_29.management_dialogue[5].speaker_name	로만의 보급 전언
data/campaign_days.json	$.day_29.management_dialogue[5].text	공병대는 두 갈래 시설 진입로를 확보했고, 보급은 결전 종료 시까지 유지한다.
data/campaign_days.json	$.day_29.management_dialogue[6].text	최종 공성은 선발대, 지휘·공병대, 정식 용사 레온 순서입니다. 이것이 마지막 점검표입니다.
data/campaign_days.json	$.day_29.management_dialogue[7].speaker_name	정식 용사 레온
data/campaign_days.json	$.day_29.management_dialogue[7].text	마왕, 내일은 견습도 임시 소굴도 없습니다. 정식 용사 레온이 당신의 이름을 묻겠습니다.
data/campaign_days.json	$.day_29.management_dialogue[8].text	처음에는 왕좌에서 도망치지 않는 법부터 가르쳤습니다. 이제 명령만 기다리겠습니다, 마왕님.
data/campaign_days.json	$.day_29.management_dialogue[9].text	남의 흉내로 시작했어도 이 성은 우리가 키웠다. 내일은 내 이름과 내 방식으로 지킨다.
data/campaign_days.json	$.day_29.management_lines[0]	푸딩: 첫날처럼 왕좌 앞은 내가 지킬게. 대신 이번에는 혼자 서 있지 않아.
data/campaign_days.json	$.day_29.management_lines[1]	곱: 레온이 어느 방을 공부했는지 알아. 이번엔 내가 그 길을 먼저 달릴 거야.
data/campaign_days.json	$.day_29.management_lines[2]	핀: 감시탑이 길을 밝히면 회복 성소에서 끝까지 불을 이어갈게.
data/campaign_days.json	$.day_29.management_lines[3]	골딘: 열한 구역 수리 견적은 준비했습니다. 승리 축하금보다 먼저 보여드리지는 않겠습니다.
data/campaign_days.json	$.day_29.management_lines[4]	니아: 보물 방 평점은 아직 비밀. 내일 문이 남아 있으면 처음으로 만점을 줄지도 몰라.
data/campaign_days.json	$.day_29.management_lines[5]	왕국 보급 책임자 로만의 전언: 공병대는 두 갈래 시설 진입로를 확보했고, 보급은 결전 종료 시까지 유지한다.
data/campaign_days.json	$.day_29.management_lines[6]	셀렌: 최종 공성은 선발대, 지휘·공병대, 정식 용사 레온 순서입니다. 이것이 마지막 점검표입니다.
data/campaign_days.json	$.day_29.management_lines[7]	레온: 마왕, 내일은 견습도 임시 소굴도 없습니다. 정식 용사 레온이 당신의 이름을 묻겠습니다.
data/campaign_days.json	$.day_29.management_lines[8]	바티: 처음에는 왕좌에서 도망치지 않는 법부터 가르쳤습니다. 이제 명령만 기다리겠습니다, 마왕님.
data/campaign_days.json	$.day_29.management_lines[9]	마왕: 남의 흉내로 시작했어도 이 성은 우리가 키웠다. 내일은 내 이름과 내 방식으로 지킨다.
data/campaign_days.json	$.day_29.result_lines[0]	최종 준비 확정: Stage 04 열한 구역의 배치·시설·지침을 DAY 30 상태로 고정했다. (day29_final_preparation_confirmed)
data/campaign_days.json	$.day_29.result_lines[1]	결전 전야 완료: 마왕성의 모두가 각자의 자리와 지난 약속을 확인했다. (day29_finale_eve_complete)
data/campaign_days.json	$.day_29.image_notes[0]	DAY 29 is management-only and uses existing core-cast portraits; no combat pose is substituted for a missing animation.
data/campaign_days.json	$.day_29.image_notes[1]	Roman uses his dedicated built-in-imagegen portrait for the written supply notice and is not spawned in the non-combat day.
data/campaign_days.json	$.day_30.title	DAY 30 진짜 마왕과 정식 용사 레온
data/campaign_days.json	$.day_30.summary	왕국 선발대가 길을 열고 셀렌과 공병대가 시설 연계를 끊은 뒤, 견습이라는 이름을 벗은 레온이 마지막으로 왕좌를 향한다. 마왕과 용사는 각자의 이름으로 성장의 결말을 건다.
data/campaign_days.json	$.day_30.compact_management_summary	선발대·셀렌 공병대·정식 레온의 3단계 공성. 시설과 왕좌를 지켜 성장의 결말을 완성한다.
data/campaign_days.json	$.day_30.management_hint	선발대에서 자원을 아끼고, 셀렌의 지휘와 공병의 시설 교란을 먼저 끊으세요. 마지막 레온은 실제 돌진·용기의 외침과 최종 기술을 사용합니다.
data/campaign_days.json	$.day_30.enemy_notice_line	1단계 선발대: 탐험가 2 · 방패병 2 · 조사관 1 → 2단계 지휘/교란: 셀렌 1 · 공병 2 → 3단계 최종 보스: 정식 용사 레온 1
data/campaign_days.json	$.day_30.cast_notice_line	등장 4명 · 정식 용사 레온 포함
data/campaign_days.json	$.day_30.compact_enemy_notice_line	3단계 공성 · 최종 레온 1
data/campaign_days.json	$.day_30.balance_goal	최종장은 단순 수치 덩어리가 아니라 선발대 경로 압박, 셀렌의 지휘와 공병의 분산 시설 교란, 레온의 완성된 기술을 순서대로 해석하는 세 단계 시험이다.
data/campaign_days.json	$.day_30.finale_phases[0].label	1단계 · 왕국 선발대
data/campaign_days.json	$.day_30.finale_phases[0].objective	감시초소로 양쪽 갈래를 읽고 다음 단계 전까지 왕좌 경로를 닫는다
data/campaign_days.json	$.day_30.finale_phases[1].label	2단계 · 셀렌 지휘와 공병 교란
data/campaign_days.json	$.day_30.finale_phases[1].objective	셀렌의 광역 강화와 두 공병의 서로 다른 시설 무력화를 끊는다
data/campaign_days.json	$.day_30.finale_phases[2].label	3단계 · 정식 용사 레온
data/campaign_days.json	$.day_30.finale_phases[2].objective	완성된 돌진·외침·최종 기술을 읽고 각자의 이름을 건 결투에서 승리한다
data/campaign_days.json	$.day_30.ending_sign_text	여기서부터 진짜 마왕성.
data/campaign_days.json	$.day_30.victory_ending.title	엔딩 · 진짜 마왕과 진짜 용사
data/campaign_days.json	$.day_30.victory_ending.lines[0]	레온: 정식 용사 레온, 패배를 인정합니다. 당신은 왕좌가 아니라 당신이 키운 모두를 지켰습니다.
data/campaign_days.json	$.day_30.victory_ending.lines[1]	마왕: 나도 인정한다, 레온. 넌 처음 찾아왔던 견습이 아니라 내 성의 끝까지 도착한 진짜 용사다.
data/campaign_days.json	$.day_30.victory_ending.lines[2]	바티: 등록 절차는 끝났습니다. 이제 누구의 승인도 필요 없습니다, 마왕님.
data/campaign_days.json	$.day_30.victory_ending.lines[3]	마왕성 문패: 여기서부터 진짜 마왕성.
data/campaign_days.json	$.day_30.defeat_ending.title	패배 · 이름을 건 재도전
data/campaign_days.json	$.day_30.defeat_ending.lines[0]	레온: 오늘은 제가 왕좌에 닿았습니다. 하지만 이곳이 임시 소굴이라는 뜻은 아닙니다.
data/campaign_days.json	$.day_30.defeat_ending.lines[1]	바티: 열한 구역과 우리가 사라진 것은 아닙니다. 손실을 계산하고 다시 명령하십시오, 마왕님.
data/campaign_days.json	$.day_30.defeat_ending.lines[2]	마왕: 이름을 걸고 싸웠으니 패배도 내 몫이다. 다음에는 이 성의 끝에서 다시 막겠다.
data/campaign_days.json	$.day_30.monster_plan[0].timing	선발 방패대/레온 결투
data/campaign_days.json	$.day_30.monster_plan[0].purpose	Stage 04 수호핵과 주둔지 강화를 받아 지휘대와 레온의 실제 돌진을 붙잡는다
data/campaign_days.json	$.day_30.monster_plan[1].timing	24초 셀렌/34초 공병대
data/campaign_days.json	$.day_30.monster_plan[1].purpose	지휘 강화의 중심과 시설로 갈라지는 공병을 순서대로 추격한다
data/campaign_days.json	$.day_30.monster_plan[2].timing	54초 정식 용사 레온
data/campaign_days.json	$.day_30.monster_plan[2].purpose	회복 시설 범위에서 레온의 외침 대상과 본체를 집중 공격한다
data/campaign_days.json	$.day_30.cast[0].display_name	정식 용사 레온
data/campaign_days.json	$.day_30.cast[0].timing	관리 시작/3단계/승패 결말
data/campaign_days.json	$.day_30.cast[0].purpose	견습을 벗은 정식 용사이자 성장형 최종 라이벌
data/campaign_days.json	$.day_30.cast[1].timing	관리 시작/전투/승패 결말
data/campaign_days.json	$.day_30.cast[1].purpose	자기 이름으로 성 전체를 책임지는 진짜 마왕
data/campaign_days.json	$.day_30.cast[2].timing	2단계
data/campaign_days.json	$.day_30.cast[2].purpose	공병대를 강화하는 마지막 지휘 단계
data/campaign_days.json	$.day_30.cast[3].timing	관리 시작/전투/승패 결말
data/campaign_days.json	$.day_30.cast[3].purpose	세 단계를 안내하고 마왕을 정식 호칭으로 인정
data/campaign_days.json	$.day_30.enemy_plan[0].timing	0초
data/campaign_days.json	$.day_30.enemy_plan[0].purpose	선발대가 두 갈래 이동 경로를 엶
data/campaign_days.json	$.day_30.enemy_plan[1].timing	8초/16초
data/campaign_days.json	$.day_30.enemy_plan[1].purpose	조사관과 다음 단계 지휘대 앞에 전열을 세움
data/campaign_days.json	$.day_30.enemy_plan[2].timing	18초
data/campaign_days.json	$.day_30.enemy_plan[2].purpose	레온에게 왕좌까지의 최종 경로를 전달
data/campaign_days.json	$.day_30.enemy_plan[3].timing	24초
data/campaign_days.json	$.day_30.enemy_plan[3].purpose	생존 중 공병과 남은 선발대의 이동·공격을 강화
data/campaign_days.json	$.day_30.enemy_plan[4].timing	34초/41초
data/campaign_days.json	$.day_30.enemy_plan[4].purpose	서로 다른 활성 시설을 무력화해 레온의 최종 진입로를 엶
data/campaign_days.json	$.day_30.enemy_plan[5].timing	54초
data/campaign_days.json	$.day_30.enemy_plan[5].purpose	실제 돌진·용기의 외침·최종 기술로 마왕과 마지막 결투
data/campaign_days.json	$.day_30.management_lines[0]	레온: 정식 용사 레온. 오늘은 당신의 직함이 아니라 이름을 걸고 도전하겠습니다.
data/campaign_days.json	$.day_30.management_lines[1]	마왕: 받아들이지. 나는 내가 키운 열한 구역과 여기 사는 모두의 마왕이다.
data/campaign_days.json	$.day_30.management_lines[2]	바티: 선발대, 셀렌과 공병대, 레온 순서입니다. DAY 28 원정 효과까지 확인하고 마지막 명령을 내리십시오.
data/campaign_days.json	$.day_30.combat_start_lines[0]	바티: 최종 공성 1단계가 시작됩니다. 선발대 경로를 닫되 지휘대와 레온을 상대할 전력을 남기십시오.
data/campaign_days.json	$.day_30.combat_timed_lines[0].text	바티: 5초 뒤 2단계입니다. 셀렌이 지휘를 시작하면 공병보다 먼저 강화의 중심을 끊으십시오.
data/campaign_days.json	$.day_30.combat_timed_lines[1].text	셀렌: 공병대는 5초 뒤 서로 다른 활성 시설로 진입한다. 레온의 길을 열어라.
data/campaign_days.json	$.day_30.combat_timed_lines[2].text	레온: 5초 뒤 들어갑니다, 마왕. 이번에는 준비한 전부로 끝까지 가겠습니다.
data/campaign_days.json	$.day_30.combat_timed_lines[3].text	마왕: 와라, 레온. 여기서부터는 내 진짜 마왕성이다.
data/campaign_days.json	$.day_30.result_lines[0]	최종 공성 방어 성공: 왕국 선발대와 지휘·공병대를 넘어 정식 용사 레온을 격퇴했다. (day30_final_siege_won)
data/campaign_days.json	$.day_30.result_lines[1]	메인 스토리 클리어: 진짜 마왕과 진짜 용사가 서로의 이름과 성장을 인정했다. (campaign_main_story_cleared)
data/campaign_days.json	$.day_30.result_lines[2]	마왕성 문패: 여기서부터 진짜 마왕성.
data/campaign_days.json	$.day_30.image_notes[0]	official_hero_leon is Leon's promoted final-boss form, not a renamed existing enemy or a new unrelated character.
data/campaign_days.json	$.day_30.image_notes[1]	The final unit requires built-in image generation provenance plus distinct idle, move, attack, skill, and down animation frames.
data/campaign_days.json	$.day_30.image_notes[2]	The final skills must perform real movement, buffs, damage, and phase behavior; pose-only substitutes are not accepted.
data/campaign_days.json	$.day_30.image_notes[3]	Roman is not included in DAY 30 waves and no existing unit may be relabeled as Roman.
data/castle_evolution_stages.json	$.stage_01_cave.display_name	신생 마굴
data/castle_evolution_stages.json	$.stage_01_cave.short_name	마굴
data/castle_evolution_stages.json	$.stage_01_cave.subtitle	갓 깨어난 마왕의 은신처
data/castle_evolution_stages.json	$.stage_02_castle.display_name	소마왕성
data/castle_evolution_stages.json	$.stage_02_castle.short_name	마왕성
data/castle_evolution_stages.json	$.stage_02_castle.subtitle	셀렌의 점검을 버텨낸 첫 번째 성
data/castle_evolution_stages.json	$.stage_02_castle.new_buildings[0]	동부 감시초소
data/castle_evolution_stages.json	$.stage_03_keep.display_name	요새 마왕성
data/castle_evolution_stages.json	$.stage_03_keep.short_name	마왕 요새
data/castle_evolution_stages.json	$.stage_03_keep.subtitle	왕국의 보급 총공세를 꺾고 각성한 전투 요새
data/castle_evolution_stages.json	$.stage_03_keep.new_buildings[0]	마력 수호핵
data/castle_evolution_stages.json	$.stage_03_keep.new_buildings[1]	남동부 건설 구역
data/castle_evolution_stages.json	$.stage_04_citadel.display_name	대마왕성
data/castle_evolution_stages.json	$.stage_04_citadel.short_name	대마왕성
data/castle_evolution_stages.json	$.stage_04_citadel.subtitle	최종 결전을 지배하는 마계의 성채
data/castle_evolution_stages.json	$.stage_04_citadel.new_buildings[0]	최정예 주둔지
data/castle_evolution_stages.json	$.stage_04_citadel.new_buildings[1]	서부 건설 구역
data/castle_stage_expansions.json	$.stage_02_castle.rooms.heart_chamber.display_name	마왕성 심장실
data/castle_stage_expansions.json	$.stage_02_castle.rooms.watch_post_01.display_name	동부 감시초소
data/castle_stage_expansions.json	$.stage_03_keep.rooms.ward_core_01.display_name	마력 수호핵
data/castle_stage_expansions.json	$.stage_03_keep.rooms.slot_02.display_name	남동부 건설 구역
data/castle_stage_expansions.json	$.stage_04_citadel.rooms.elite_garrison_01.display_name	최정예 주둔지
data/castle_stage_expansions.json	$.stage_04_citadel.rooms.slot_03.display_name	서부 건설 구역
data/challenge_seals.json	$.seal_no_throne_damage.title	도전 인장: 흠 없는 왕좌
data/challenge_seals.json	$.seal_no_throne_damage.description	DAY 30 승리 시 마왕성 체력을 최대치로 유지합니다.
data/challenge_seals.json	$.seal_no_monster_down.title	도전 인장: 전원 귀환
data/challenge_seals.json	$.seal_no_monster_down.description	DAY 30 승리 시 출전 몬스터가 모두 생존해야 합니다.
data/challenge_seals.json	$.seal_low_mana.title	도전 인장: 메마른 마력
data/challenge_seals.json	$.seal_low_mana.description	DAY 30 승리 시 남은 마력이 80 이하여야 합니다.
data/challenge_seals.json	$.seal_no_facility_disable.title	도전 인장: 멈추지 않는 성
data/challenge_seals.json	$.seal_no_facility_disable.description	DAY 30 전투에서 시설 무력화를 한 번도 허용하지 않습니다.
data/challenge_seals.json	$.seal_contract_vanguard.title	도전 인장: 계약 선봉대
data/challenge_seals.json	$.seal_contract_vanguard.description	계약한 두 몬스터를 DAY 30에 출전시키고 모두 생존시킵니다.
data/challenge_seals.json	$.seal_adaptive_rival.title	도전 인장: 적응하는 숙적
data/challenge_seals.json	$.seal_adaptive_rival.description	DAY 30에 에블린의 적응 전술을 겪고도 승리합니다.
data/characters.json	$.CHR_DARKLORD_PLAYER.display_name	신입 마왕
data/characters.json	$.CHR_DARKLORD_PLAYER.generation_profile.identity_anchor	rookie demon lord, theatrical but inexperienced, small horns, ornate dark fantasy outfit
data/characters.json	$.CHR_DARKLORD_PLAYER.generation_profile.silhouette_notes	upright bust portrait, readable horns and cloak collar
data/characters.json	$.CHR_DARKLORD_PLAYER.generation_profile.palette_notes	deep crimson, worn gold trim, dark violet shadows
data/characters.json	$.CHR_DARKLORD_PLAYER.generation_profile.avoid[0]	fully evil horror lord
data/characters.json	$.CHR_DARKLORD_PLAYER.generation_profile.avoid[1]	overly mature ruler
data/characters.json	$.CHR_DARKLORD_PLAYER.generation_profile.avoid[2]	modern clothing
data/characters.json	$.CHR_BATI.display_name	바티
data/characters.json	$.CHR_BATI.generation_profile.identity_anchor	calm demon secretary and tactical advisor, precise expression, neat hair, formal uniform
data/characters.json	$.CHR_BATI.generation_profile.silhouette_notes	composed bust portrait with sharp collar and orderly posture
data/characters.json	$.CHR_BATI.generation_profile.palette_notes	violet, ink black, pale parchment highlights
data/characters.json	$.CHR_BATI.generation_profile.avoid[0]	clownish helper
data/characters.json	$.CHR_BATI.generation_profile.avoid[1]	overly cute mascot
data/characters.json	$.CHR_BATI.generation_profile.avoid[2]	sloppy outfit
data/characters.json	$.CHR_GOLDIN.display_name	골딘
data/characters.json	$.CHR_GOLDIN.generation_profile.identity_anchor	castle accountant, anxious about budget, ledger and coin motifs, small round glasses
data/characters.json	$.CHR_GOLDIN.generation_profile.silhouette_notes	compact bust portrait with ledger-adjacent costume cues
data/characters.json	$.CHR_GOLDIN.generation_profile.palette_notes	gold, umber, dark green, candlelit parchment
data/characters.json	$.CHR_GOLDIN.generation_profile.avoid[0]	merchant villain stereotype
data/characters.json	$.CHR_GOLDIN.generation_profile.avoid[1]	modern banker suit
data/characters.json	$.CHR_GOLDIN.generation_profile.avoid[2]	extra text or numbers
data/characters.json	$.CHR_PUDDING.display_name	푸딩
data/characters.json	$.CHR_PUDDING.generation_profile.identity_anchor	earnest purple slime tank, simple face, brave but soft, dungeon defender
data/characters.json	$.CHR_PUDDING.generation_profile.silhouette_notes	round readable slime shape, clear eyes, no limbs unless tiny and simple
data/characters.json	$.CHR_PUDDING.generation_profile.palette_notes	purple jelly, glossy highlights, warm dungeon rim light
data/characters.json	$.CHR_PUDDING.generation_profile.avoid[0]	gross horror slime
data/characters.json	$.CHR_PUDDING.generation_profile.avoid[1]	too many details
data/characters.json	$.CHR_PUDDING.generation_profile.avoid[2]	humanized body
data/characters.json	$.CHR_GOB.display_name	곱
data/characters.json	$.CHR_GOB.generation_profile.identity_anchor	quick goblin chaser, sharp grin, wiry build, loyal dungeon minion
data/characters.json	$.CHR_GOB.generation_profile.silhouette_notes	pointed ears, small blade or strap cues, energetic head angle
data/characters.json	$.CHR_GOB.generation_profile.palette_notes	moss green, leather brown, yellow eyes
data/characters.json	$.CHR_GOB.generation_profile.avoid[0]	orc-sized brute
data/characters.json	$.CHR_GOB.generation_profile.avoid[1]	realistic gore
data/characters.json	$.CHR_GOB.generation_profile.avoid[2]	human thief design
data/characters.json	$.CHR_PYNN.display_name	핀
data/characters.json	$.CHR_PYNN.generation_profile.identity_anchor	small imp spellcaster, confident, ember magic, mischievous but allied
data/characters.json	$.CHR_PYNN.generation_profile.silhouette_notes	tiny horns, pointed ears, visible spark or wand-like magical cue
data/characters.json	$.CHR_PYNN.generation_profile.palette_notes	magenta, ember orange, charcoal
data/characters.json	$.CHR_PYNN.generation_profile.avoid[0]	large demon boss
data/characters.json	$.CHR_PYNN.generation_profile.avoid[1]	too sinister
data/characters.json	$.CHR_PYNN.generation_profile.avoid[2]	modern magician outfit
data/characters.json	$.CHR_ROLO.display_name	로로
data/characters.json	$.CHR_ROLO.generation_profile.identity_anchor	mischievous kobold scout captain, small allied expedition leader, clever grin, tiny horns, banner and map scroll
data/characters.json	$.CHR_ROLO.generation_profile.silhouette_notes	compact kobold bust, oversized ears, small horns, scout banner, readable map-scroll cue
data/characters.json	$.CHR_ROLO.generation_profile.palette_notes	moss green skin, russet leather, warm gold torchlight, muted violet cave shadows
data/characters.json	$.CHR_ROLO.generation_profile.avoid[0]	goblin clone
data/characters.json	$.CHR_ROLO.generation_profile.avoid[1]	large dragonborn brute
data/characters.json	$.CHR_ROLO.generation_profile.avoid[2]	human commander
data/characters.json	$.CHR_EXPLORER_MILO.display_name	탐험가 밀로
data/characters.json	$.CHR_EXPLORER_MILO.generation_profile.identity_anchor	young ruin explorer, curious and underprepared, travel cloak, map or lantern cues
data/characters.json	$.CHR_EXPLORER_MILO.generation_profile.silhouette_notes	adventurer hat or hood, soft nervous expression, light backpack straps
data/characters.json	$.CHR_EXPLORER_MILO.generation_profile.palette_notes	teal, tan leather, dusty cave light
data/characters.json	$.CHR_EXPLORER_MILO.generation_profile.avoid[0]	heroic knight
data/characters.json	$.CHR_EXPLORER_MILO.generation_profile.avoid[1]	monster features
data/characters.json	$.CHR_EXPLORER_MILO.generation_profile.avoid[2]	modern backpacker
data/characters.json	$.CHR_THIEF_NIA.display_name	도적 니아
data/characters.json	$.CHR_THIEF_NIA.generation_profile.identity_anchor	nimble thief, amused and sharp, ribbon or scarf accent, light armor
data/characters.json	$.CHR_THIEF_NIA.generation_profile.silhouette_notes	sly side glance, compact hood or ponytail, agile shoulder line
data/characters.json	$.CHR_THIEF_NIA.generation_profile.palette_notes	violet, muted steel, dark leather
data/characters.json	$.CHR_THIEF_NIA.generation_profile.avoid[0]	assassin horror
data/characters.json	$.CHR_THIEF_NIA.generation_profile.avoid[1]	overly revealing outfit
data/characters.json	$.CHR_THIEF_NIA.generation_profile.avoid[2]	monster traits
data/characters.json	$.CHR_HERO_LEON.display_name	견습 용사 레온
data/characters.json	$.CHR_HERO_LEON.generation_profile.identity_anchor	trainee hero, sincere but inexperienced, bright armor, rulebook/manual habit
data/characters.json	$.CHR_HERO_LEON.generation_profile.silhouette_notes	clean heroic armor outline, short cape or shoulder guard, earnest expression
data/characters.json	$.CHR_HERO_LEON.generation_profile.palette_notes	blue, white metal, warm gold trim
data/characters.json	$.CHR_HERO_LEON.generation_profile.avoid[0]	seasoned veteran
data/characters.json	$.CHR_HERO_LEON.generation_profile.avoid[1]	dark knight
data/characters.json	$.CHR_HERO_LEON.generation_profile.avoid[2]	villain face
data/characters.json	$.CHR_INVESTIGATOR_IRIS.display_name	조사관 아이리스
data/characters.json	$.CHR_INVESTIGATOR_IRIS.generation_profile.identity_anchor	kingdom field investigator, official cap, leather field coat, brass badge, magnifying lens and map cues
data/characters.json	$.CHR_INVESTIGATOR_IRIS.generation_profile.silhouette_notes	compact human investigator bust, readable cap badge, lens/map props, alert eyes
data/characters.json	$.CHR_INVESTIGATOR_IRIS.generation_profile.palette_notes	muted brown leather, brass, dark teal shadows, parchment accents
data/characters.json	$.CHR_INVESTIGATOR_IRIS.generation_profile.avoid[0]	modern police uniform
data/characters.json	$.CHR_INVESTIGATOR_IRIS.generation_profile.avoid[1]	hero knight silhouette
data/characters.json	$.CHR_INVESTIGATOR_IRIS.generation_profile.avoid[2]	monster traits
data/characters.json	$.CHR_SELEN.display_name	성기사 견습 셀렌
data/characters.json	$.CHR_SELEN.generation_profile.identity_anchor	trainee paladin examiner, sincere but procedural, inspection checklist, polished novice armor
data/characters.json	$.CHR_SELEN.generation_profile.silhouette_notes	readable visor, checklist board, straight posture, sword carried like official equipment
data/characters.json	$.CHR_SELEN.generation_profile.palette_notes	white steel, royal blue, warm gold, parchment checklist
data/characters.json	$.CHR_SELEN.generation_profile.avoid[0]	seasoned veteran knight
data/characters.json	$.CHR_SELEN.generation_profile.avoid[1]	villain dark paladin
data/characters.json	$.CHR_SELEN.generation_profile.avoid[2]	overly ornate late-game armor
data/characters.json	$.CHR_ROMAN.display_name	길드 조사대장 로만
data/characters.json	$.CHR_ROMAN.generation_profile.identity_anchor	overworked guild investigation captain and supply commander, tired middle manager, official field coat, clipboard and rolled logistics forms
data/characters.json	$.CHR_ROMAN.generation_profile.silhouette_notes	upright command posture despite fatigue, readable satchel and document case, practical light armor
data/characters.json	$.CHR_ROMAN.generation_profile.palette_notes	weathered tan leather, burgundy guild sash, muted steel, parchment
data/characters.json	$.CHR_ROMAN.generation_profile.avoid[0]	hero knight silhouette
data/characters.json	$.CHR_ROMAN.generation_profile.avoid[1]	dark villain armor
data/characters.json	$.CHR_ROMAN.generation_profile.avoid[2]	modern office suit
data/characters.json	$.CHR_MORI.display_name	모리
data/characters.json	$.CHR_DOLKONG.display_name	돌콩
data/characters.json	$.CHR_DUDUM.display_name	두둠
data/characters.json	$.CHR_LUMI.display_name	루미
data/characters.json	$.CHR_MIMI.display_name	미미
data/characters.json	$.CHR_BEBE.display_name	베베
data/characters.json	$.CHR_SEAL_CHAINBEARER.display_name	봉인 사슬병
data/characters.json	$.CHR_RELIQUARY_GUARD.display_name	성물 수호기사
data/characters.json	$.CHR_CHOIR_EXORCIST.display_name	성가 퇴마사
data/characters.json	$.CHR_KOKO.display_name	코코
data/characters.json	$.CHR_BOUNTY_TRACKER.display_name	현상금 추적자
data/characters.json	$.CHR_TOKTOK.display_name	톡톡
data/characters.json	$.CHR_COMBAT_ALCHEMIST.display_name	전투 연금술사
data/characters.json	$.CHR_LEDGER_BINDER.display_name	장부 구속술사
data/characters.json	$.CHR_ROMAN_COMMISSIONER.display_name	길드 총감사관 로만
data/characters.json	$.CHR_SELEN_OFFICIAL.display_name	정식 성기사 셀렌
